Vert_Idx;Position;
755;(0.4, 0.4, -1.2);
756;(0.4, 0.3, -1.2);
757;(0.6, 0.3, -1.1);
758;(0.6, 0.2, -1.0);
759;(0.3, 0.2, -1.1);
760;(0.3, 0.2, -1.1);
761;(0.5, 0.2, -1.0);
762;(0.5, 0.1, -0.9);
763;(0.3, 0.1, -1.0);
764;(0.3, 0.1, -1.0);
765;(0.5, 0.1, -0.9);
766;(0.7, 0.1, -0.8);
767;(0.7, 0.1, -0.8);
768;(0.8, 0.1, -0.6);
769;(0.8, 0.1, -0.6);
770;(0.1, 0.1, -1.1);
771;(0.1, 0.1, -1.1);
772;(-0.1, 0.1, -1.1);
773;(-0.1, 0.1, -1.1);
774;(-0.1, 0.2, -1.2);
775;(0.1, 0.2, -1.1);
776;(0.1, 0.2, -1.2);
777;(-0.1, 0.2, -1.2);
778;(-0.1, 0.3, -1.3);
779;(0.1, 0.3, -1.3);
780;(0.1, 0.4, -1.3);
781;(-0.1, 0.4, -1.4);
782;(-0.1, 0.5, -1.4);
783;(0.1, 0.5, -1.4);
784;(0.2, 0.6, -1.4);
785;(-0.1, 0.6, -1.5);
786;(-0.4, 0.6, -1.4);
787;(-0.4, 0.5, -1.4);
788;(-0.7, 0.5, -1.3);
789;(-0.7, 0.6, -1.3);
790;(-0.4, 0.4, -1.3);
791;(-0.7, 0.4, -1.2);
792;(-0.7, 0.3, -1.2);
793;(-0.4, 0.3, -1.3);
794;(-0.4, 0.2, -1.2);
795;(-0.6, 0.2, -1.1);
796;(-0.6, 0.2, -1.1);
797;(-0.4, 0.2, -1.1);
798;(-0.4, 0.1, -1.1);
799;(-0.6, 0.1, -1.0);
800;(-0.6, 0.1, -1.0);
801;(-0.4, 0.1, -1.1);
802;(-0.9, 0.2, -1.0);
803;(-0.8, 0.2, -1.0);
804;(-1.0, 0.2, -0.8);
805;(-1.0, 0.2, -0.9);
806;(-1.1, 0.3, -0.9);
807;(-0.9, 0.3, -1.1);
808;(-0.9, 0.4, -1.1);
809;(-1.1, 0.4, -1.0);
810;(-1.2, 0.5, -1.0);
811;(-1.0, 0.5, -1.2);
812;(-1.0, 0.6, -1.2);
813;(-1.2, 0.6, -1.0);
814;(-1.4, 0.6, -0.8);
815;(-1.4, 0.5, -0.8);
816;(-1.5, 0.5, -0.5);
817;(-1.5, 0.6, -0.5);
818;(-1.3, 0.4, -0.7);
819;(-1.4, 0.4, -0.5);
820;(-1.4, 0.3, -0.5);
821;(-1.3, 0.3, -0.7);
822;(-1.2, 0.2, -0.7);
823;(-1.3, 0.2, -0.5);
824;(-1.3, 0.2, -0.4);
825;(-1.2, 0.2, -0.6);
826;(-1.1, 0.1, -0.6);
827;(-1.2, 0.1, -0.4);
828;(-1.2, 0.1, -0.4);
829;(-1.1, 0.1, -0.6);
830;(-1.0, 0.1, -0.8);
831;(-1.0, 0.1, -0.8);
832;(-0.8, 0.1, -0.9);
833;(-0.8, 0.1, -0.9);
834;(-1.3, 0.1, -0.2);
835;(-1.3, 0.1, -0.2);
836;(-1.3, 0.1, 0.0);
837;(-1.3, 0.1, 0.0);
838;(-1.4, 0.2, 0.0);
839;(-1.3, 0.2, -0.2);
840;(-1.4, 0.2, -0.2);
841;(-1.4, 0.2, 0.0);
842;(-1.5, 0.3, 0.0);
843;(-1.5, 0.3, -0.2);
844;(-1.5, 0.4, -0.2);
845;(-1.5, 0.4, 0.0);
846;(-1.6, 0.5, 0.0);
847;(-1.6, 0.5, -0.2);
848;(-1.6, 0.6, -0.3);
849;(-1.6, 0.6, 0.0);
850;(-1.3, 0.1, 0.3);
851;(-1.2, 0.1, 0.5);
852;(-1.2, 0.1, 0.5);
853;(-1.2, 0.1, 0.3);
854;(-1.2, 0.1, 0.0);
855;(-1.3, 0.1, 0.0);
856;(-1.2, 0.1, 0.3);
857;(-1.1, 0.1, 0.5);
858;(-1.0, 0.0, 0.4);
859;(-1.1, 0.0, 0.2);
860;(-1.1, 0.0, 0.0);
861;(-1.2, 0.1, 0.0);
862;(-0.9, 0.0, 0.2);
863;(-0.9, 0.0, 0.4);
864;(-0.7, 0.0, 0.3);
865;(-0.8, 0.0, 0.2);
866;(-0.8, 0.0, 0.0);
867;(-1.0, 0.0, 0.0);
868;(-0.6, 0.0, 0.1);
869;(-0.5, 0.0, 0.2);
870;(-0.1, 0.0, 0.0);
871;(-0.5, 0.0, 0.0);
872;(-1.0, 0.1, 0.6);
873;(-0.9, 0.0, 0.6);
874;(-0.8, 0.0, 0.7);
875;(-0.9, 0.1, 0.8);
876;(-0.9, 0.1, 0.8);
877;(-1.1, 0.1, 0.7);
878;(-1.1, 0.1, 0.7);
879;(-0.9, 0.1, 0.8);
880;(-0.8, 0.0, 0.5);
881;(-0.7, 0.0, 0.6);
882;(-0.6, 0.0, 0.5);
883;(-0.7, 0.0, 0.4);
884;(-0.5, 0.0, 0.3);
885;(-0.4, 0.0, 0.3);
886;(-0.1, 0.0, 0.0);
887;(-0.5, 0.0, 0.2);
888;(-0.6, 0.0, 0.7);
889;(-0.5, 0.0, 0.6);
890;(-0.4, 0.0, 0.6);
891;(-0.5, 0.0, 0.8);
892;(-0.5, 0.0, 0.9);
893;(-0.7, 0.0, 0.8);
894;(-0.7, 0.1, 0.9);
895;(-0.6, 0.1, 1.0);
896;(-0.6, 0.1, 1.1);
897;(-0.8, 0.1, 1.0);
898;(-0.8, 0.1, 1.0);
899;(-0.6, 0.1, 1.1);
900;(-0.4, 0.1, 1.1);
901;(-0.4, 0.1, 1.1);
902;(-0.1, 0.1, 1.1);
903;(-0.1, 0.1, 1.2);
904;(-0.4, 0.1, 1.1);
905;(-0.1, 0.1, 1.1);
906;(-0.1, 0.0, 1.0);
907;(-0.3, 0.0, 1.0);
908;(-0.3, 0.0, 0.8);
909;(-0.1, 0.0, 0.8);
910;(-0.1, 0.0, 0.7);
911;(-0.3, 0.0, 0.7);
912;(-0.2, 0.0, 0.5);
913;(-0.1, 0.0, 0.4);
914;(-0.1, 0.0, 0.0);
915;(-0.3, 0.0, 0.4);
916;(0.1, 0.1, 1.1);
917;(0.0, 0.0, 1.0);
918;(0.2, 0.0, 0.9);
919;(0.3, 0.1, 1.0);
920;(0.3, 0.1, 1.1);
921;(0.1, 0.1, 1.1);
922;(0.1, 0.1, 1.1);
923;(0.3, 0.1, 1.1);
924;(0.0, 0.0, 0.8);
925;(0.2, 0.0, 0.8);
926;(0.1, 0.0, 0.6);
927;(0.0, 0.0, 0.7);
928;(-0.1, 0.0, 0.5);
929;(0.0, 0.0, 0.4);
930;(-0.1, 0.0, 0.0);
931;(-0.1, 0.0, 0.4);
932;(0.3, 0.0, 0.7);
933;(0.2, 0.0, 0.6);
934;(0.3, 0.0, 0.5);
935;(0.4, 0.0, 0.6);
936;(0.5, 0.0, 0.7);
937;(0.4, 0.0, 0.8);
938;(0.4, 0.1, 0.9);
939;(0.6, 0.1, 0.8);
940;(0.6, 0.1, 0.8);
941;(0.5, 0.1, 1.0);
942;(0.5, 0.1, 1.0);
943;(0.7, 0.1, 0.8);
944;(0.8, 0.1, 0.7);
945;(0.8, 0.1, 0.7);
946;(0.9, 0.1, 0.5);
947;(0.9, 0.1, 0.5);
948;(0.7, 0.1, 0.6);
949;(0.8, 0.1, 0.5);
950;(0.7, 0.0, 0.4);
951;(0.6, 0.0, 0.6);
952;(0.5, 0.0, 0.5);
953;(0.6, 0.0, 0.4);
954;(0.4, 0.0, 0.3);
955;(0.4, 0.0, 0.4);
956;(0.2, 0.0, 0.3);
957;(0.2, 0.0, 0.2);
958;(-0.1, 0.0, 0.0);
959;(0.1, 0.0, 0.3);
960;(0.9, 0.1, 0.3);
961;(0.8, 0.0, 0.2);
962;(0.8, 0.0, 0.0);
963;(0.9, 0.1, 0.0);
964;(1.0, 0.1, 0.0);
965;(0.9, 0.1, 0.3);
966;(1.0, 0.1, 0.3);
967;(1.0, 0.1, 0.0);
968;(0.6, 0.0, 0.2);
969;(0.7, 0.0, 0.0);
970;(0.5, 0.0, 0.0);
971;(0.5, 0.0, 0.2);
972;(0.3, 0.0, 0.1);
973;(0.2, 0.0, 0.0);
974;(-0.1, 0.0, 0.0);
975;(0.2, 0.0, 0.2);
976;(-0.4, 0.0, 0.4);
977;(-0.3, 0.0, 0.4);
978;(-0.1, 0.0, 0.0);
979;(-0.4, 0.0, 0.3);
980;(0.1, 0.0, 0.4);
981;(0.1, 0.0, 0.3);
982;(-0.1, 0.0, 0.0);
983;(0.0, 0.0, 0.4);
984;(1.0, 0.1, -0.2);
985;(0.9, 0.1, -0.4);
986;(0.9, 0.1, -0.4);
987;(0.9, 0.1, -0.2);
988;(1.0, 0.1, 0.0);
989;(1.0, 0.1, 0.0);
990;(0.9, 0.1, -0.2);
991;(0.8, 0.1, -0.4);
992;(0.7, 0.0, -0.3);
993;(0.8, 0.0, -0.1);
994;(0.8, 0.0, 0.0);
995;(0.9, 0.1, 0.0);
996;(0.6, 0.0, -0.1);
997;(0.6, 0.0, -0.3);
998;(0.4, 0.0, -0.2);
999;(0.5, 0.0, -0.1);
1000;(0.5, 0.0, 0.0);
1001;(0.7, 0.0, 0.0);
1002;(0.3, 0.0, 0.0);
1003;(0.2, 0.0, -0.1);
1004;(-0.1, 0.0, 0.0);
1005;(0.2, 0.0, 0.0);
1006;(0.7, 0.1, -0.5);
1007;(0.6, 0.0, -0.5);
1008;(0.5, 0.0, -0.6);
1009;(0.6, 0.1, -0.7);
1010;(0.6, 0.1, -0.7);
1011;(0.8, 0.1, -0.6);
1012;(0.8, 0.1, -0.6);
1013;(0.7, 0.1, -0.8);
1014;(0.5, 0.0, -0.4);
1015;(0.4, 0.0, -0.5);
1016;(0.3, 0.0, -0.4);
1017;(0.4, 0.0, -0.3);
1018;(0.2, 0.0, -0.2);
1019;(0.1, 0.0, -0.2);
1020;(-0.1, 0.0, 0.0);
1021;(0.2, 0.0, -0.1);
1022;(0.3, 0.0, -0.6);
1023;(0.2, 0.0, -0.5);
1024;(0.1, 0.0, -0.5);
1025;(0.2, 0.0, -0.7);
1026;(0.2, 0.0, -0.8);
1027;(0.4, 0.0, -0.8);
1028;(0.4, 0.1, -0.8);
1029;(0.3, 0.1, -0.9);
1030;(0.3, 0.1, -1.0);
1031;(0.5, 0.1, -0.9);
1032;(0.5, 0.1, -0.9);
1033;(0.3, 0.1, -1.0);
1034;(0.1, 0.1, -1.1);
1035;(0.1, 0.1, -1.0);
1036;(-0.1, 0.1, -1.1);
1037;(-0.1, 0.1, -1.1);
1038;(0.1, 0.1, -1.0);
1039;(-0.1, 0.1, -1.0);
1040;(-0.1, 0.0, -0.9);
1041;(0.0, 0.0, -0.9);
1042;(0.0, 0.0, -0.7);
1043;(-0.1, 0.0, -0.8);
1044;(-0.1, 0.0, -0.6);
1045;(0.0, 0.0, -0.6);
1046;(-0.1, 0.0, -0.4);
1047;(-0.1, 0.0, -0.3);
1048;(-0.1, 0.0, 0.0);
1049;(0.0, 0.0, -0.3);
1050;(-0.4, 0.1, -1.0);
1051;(-0.3, 0.0, -0.9);
1052;(-0.5, 0.0, -0.8);
1053;(-0.6, 0.1, -0.9);
1054;(-0.6, 0.1, -1.0);
1055;(-0.4, 0.1, -1.0);
1056;(-0.4, 0.1, -1.1);
1057;(-0.6, 0.1, -1.0);
1058;(-0.3, 0.0, -0.7);
1059;(-0.5, 0.0, -0.7);
1060;(-0.4, 0.0, -0.5);
1061;(-0.3, 0.0, -0.6);
1062;(-0.2, 0.0, -0.4);
1063;(-0.3, 0.0, -0.3);
1064;(-0.1, 0.0, 0.0);
1065;(-0.1, 0.0, -0.3);
1066;(-0.6, 0.0, -0.6);
1067;(-0.5, 0.0, -0.5);
1068;(-0.6, 0.0, -0.4);
1069;(-0.7, 0.0, -0.5);
1070;(-0.8, 0.0, -0.6);
1071;(-0.7, 0.0, -0.8);
1072;(-0.7, 0.1, -0.8);
1073;(-0.9, 0.1, -0.7);
1074;(-0.9, 0.1, -0.7);
1075;(-0.8, 0.1, -0.9);
1076;(-0.8, 0.1, -0.9);
1077;(-0.9, 0.1, -0.8);
1078;(-1.1, 0.1, -0.6);
1079;(-1.1, 0.1, -0.6);
1080;(-1.2, 0.1, -0.4);
1081;(-1.2, 0.1, -0.4);
1082;(-1.0, 0.1, -0.5);
1083;(-1.1, 0.1, -0.4);
1084;(-1.0, 0.0, -0.3);
1085;(-0.9, 0.0, -0.5);
1086;(-0.8, 0.0, -0.4);
1087;(-0.9, 0.0, -0.3);
1088;(-0.7, 0.0, -0.2);
1089;(-0.7, 0.0, -0.3);
1090;(-0.5, 0.0, -0.2);
1091;(-0.5, 0.0, -0.1);
1092;(-0.1, 0.0, 0.0);
1093;(-0.4, 0.0, -0.2);
1094;(-1.2, 0.1, -0.2);
1095;(-1.1, 0.0, -0.1);
1096;(-1.1, 0.0, 0.0);
1097;(-1.2, 0.1, 0.0);
1098;(-1.2, 0.1, 0.0);
1099;(-1.2, 0.1, -0.2);
1100;(-1.3, 0.1, -0.2);
1101;(-1.3, 0.1, 0.0);
1102;(-0.9, 0.0, -0.1);
1103;(-1.0, 0.0, 0.0);
1104;(-0.8, 0.0, 0.0);
1105;(-0.8, 0.0, -0.1);
1106;(-0.6, 0.0, 0.0);
1107;(-0.5, 0.0, 0.0);
1108;(-0.1, 0.0, 0.0);
1109;(-0.5, 0.0, -0.1);
1110;(0.1, 0.0, -0.3);
1111;(0.0, 0.0, -0.3);
1112;(-0.1, 0.0, 0.0);
1113;(0.1, 0.0, -0.2);
1114;(-0.4, 0.0, -0.3);
1115;(-0.4, 0.0, -0.2);
1116;(-0.1, 0.0, 0.0);
1117;(-0.3, 0.0, -0.3);
1118;(1.3, 1.6, 0.1);
1119;(1.3, 1.6, 0.2);
1120;(1.1, 1.6, 0.2);
1121;(1.1, 1.6, 0.1);
1122;(1.5, 1.6, 0.2);
1123;(1.5, 1.6, 0.1);
1124;(1.4, 1.6, 0.0);
1125;(1.3, 1.6, 0.0);
1126;(1.1, 1.6, 0.0);
1127;(1.6, 1.6, 0.1);
1128;(1.6, 1.6, 0.2);
1129;(1.7, 1.6, 0.2);
1130;(1.7, 1.6, 0.1);
1131;(1.7, 1.6, 0.0);
1132;(1.6, 1.6, 0.0);
1133;(1.8, 1.5, 0.1);
1134;(1.8, 1.5, 0.2);
1135;(1.9, 1.5, 0.2);
1136;(1.9, 1.5, 0.1);
1137;(1.9, 1.5, 0.0);
1138;(1.8, 1.5, 0.0);
1139;(1.9, 1.5, 0.1);
1140;(2.0, 1.5, 0.2);
1141;(2.0, 1.4, 0.2);
1142;(2.0, 1.4, 0.1);
1143;(1.9, 1.4, 0.0);
1144;(1.9, 1.4, 0.0);
1145;(1.9, 1.6, 0.2);
1146;(1.9, 1.5, 0.2);
1147;(2.0, 1.5, 0.2);
1148;(1.9, 1.6, 0.2);
1149;(1.8, 1.6, 0.2);
1150;(1.8, 1.6, 0.2);
1151;(1.6, 1.6, 0.2);
1152;(1.6, 1.6, 0.2);
1153;(1.5, 1.7, 0.2);
1154;(1.5, 1.6, 0.2);
1155;(1.3, 1.6, 0.2);
1156;(1.3, 1.7, 0.2);
1157;(1.1, 1.7, 0.2);
1158;(1.1, 1.6, 0.2);
1159;(1.3, 1.7, 0.2);
1160;(1.5, 1.7, 0.2);
1161;(1.5, 1.7, 0.2);
1162;(1.3, 1.7, 0.2);
1163;(1.0, 1.7, 0.2);
1164;(1.0, 1.7, 0.2);
1165;(1.7, 1.7, 0.2);
1166;(1.7, 1.7, 0.2);
1167;(1.8, 1.7, 0.2);
1168;(1.8, 1.6, 0.2);
1169;(1.9, 1.6, 0.2);
1170;(2.0, 1.6, 0.2);
1171;(2.1, 1.6, 0.2);
1172;(2.0, 1.6, 0.2);
1173;(2.1, 1.5, 0.2);
1174;(2.1, 1.5, 0.2);
1175;(2.1, 1.4, 0.2);
1176;(2.1, 1.4, 0.2);
1177;(2.1, 1.4, 0.2);
1178;(2.0, 1.5, 0.2);
1179;(2.0, 1.5, 0.2);
1180;(2.0, 1.4, 0.2);
1181;(2.1, 1.5, 0.1);
1182;(2.1, 1.4, 0.1);
1183;(2.2, 1.4, 0.0);
1184;(2.1, 1.5, 0.0);
1185;(2.1, 1.6, 0.0);
1186;(2.1, 1.6, 0.1);
1187;(2.0, 1.6, 0.1);
1188;(2.0, 1.6, 0.0);
1189;(1.9, 1.7, 0.0);
1190;(1.9, 1.7, 0.1);
1191;(1.7, 1.7, 0.1);
1192;(1.7, 1.7, 0.0);
1193;(1.5, 1.7, 0.0);
1194;(1.5, 1.7, 0.1);
1195;(1.3, 1.7, 0.1);
1196;(1.3, 1.7, 0.0);
1197;(1.0, 1.7, 0.0);
1198;(1.0, 1.7, 0.1);
1199;(1.3, 1.7, 0.0);
1200;(1.5, 1.7, 0.0);
1201;(1.5, 1.7, -0.1);
1202;(1.3, 1.7, -0.1);
1203;(1.0, 1.7, -0.1);
1204;(1.0, 1.7, 0.0);
1205;(1.7, 1.7, 0.0);
1206;(1.7, 1.7, -0.1);
1207;(1.8, 1.7, -0.1);
1208;(1.9, 1.7, 0.0);
1209;(2.0, 1.6, 0.0);
1210;(2.0, 1.6, -0.1);
1211;(2.1, 1.6, -0.1);
1212;(2.1, 1.6, 0.0);
1213;(2.1, 1.5, 0.0);
1214;(2.1, 1.5, -0.1);
1215;(2.1, 1.4, -0.1);
1216;(2.1, 1.4, 0.0);
1217;(1.9, 1.6, -0.1);
1218;(2.0, 1.6, -0.1);
1219;(2.0, 1.5, -0.1);
1220;(1.9, 1.6, -0.1);
1221;(1.8, 1.6, -0.1);
1222;(1.8, 1.6, -0.1);
1223;(1.7, 1.7, -0.1);
1224;(1.6, 1.6, -0.1);
1225;(1.5, 1.7, -0.1);
1226;(1.5, 1.7, -0.1);
1227;(1.3, 1.7, -0.1);
1228;(1.3, 1.7, -0.1);
1229;(1.1, 1.7, -0.1);
1230;(1.0, 1.7, -0.1);
1231;(1.3, 1.6, -0.1);
1232;(1.5, 1.6, -0.1);
1233;(1.5, 1.6, -0.1);
1234;(1.3, 1.6, -0.1);
1235;(1.1, 1.6, -0.1);
1236;(1.1, 1.6, -0.1);
1237;(1.6, 1.6, -0.1);
1238;(1.6, 1.6, -0.1);
1239;(1.7, 1.6, -0.1);
1240;(1.8, 1.6, -0.1);
1241;(1.9, 1.6, -0.1);
1242;(1.8, 1.5, -0.1);
1243;(1.9, 1.5, -0.1);
1244;(1.9, 1.5, -0.1);
1245;(2.0, 1.5, -0.1);
1246;(2.0, 1.5, -0.1);
1247;(2.0, 1.4, -0.1);
1248;(2.0, 1.4, -0.1);
1249;(2.1, 1.4, -0.1);
1250;(2.0, 1.5, -0.1);
1251;(2.1, 1.5, -0.1);
1252;(2.1, 1.4, -0.1);
1253;(1.9, 1.5, 0.0);
1254;(2.0, 1.4, 0.0);
1255;(1.9, 1.4, 0.0);
1256;(1.9, 1.4, 0.0);
1257;(1.9, 1.5, 0.0);
1258;(1.9, 1.5, 0.0);
1259;(1.8, 1.5, 0.0);
1260;(1.8, 1.5, 0.0);
1261;(1.7, 1.6, 0.0);
1262;(1.7, 1.6, 0.0);
1263;(1.6, 1.6, 0.0);
1264;(1.6, 1.6, 0.0);
1265;(1.4, 1.6, 0.0);
1266;(1.5, 1.6, 0.0);
1267;(1.3, 1.6, 0.0);
1268;(1.3, 1.6, 0.0);
1269;(1.1, 1.6, 0.0);
1270;(1.1, 1.6, 0.0);
1271;(2.0, 1.3, 0.1);
1272;(2.0, 1.3, 0.2);
1273;(1.9, 1.2, 0.2);
1274;(1.9, 1.2, 0.1);
1275;(1.9, 1.2, 0.0);
1276;(1.9, 1.3, 0.0);
1277;(1.9, 1.1, 0.1);
1278;(1.9, 1.1, 0.2);
1279;(1.8, 1.0, 0.2);
1280;(1.8, 1.0, 0.1);
1281;(1.8, 1.0, 0.0);
1282;(1.9, 1.1, 0.0);
1283;(1.7, 0.9, 0.1);
1284;(1.8, 0.9, 0.2);
1285;(1.7, 0.8, 0.2);
1286;(1.6, 0.8, 0.1);
1287;(1.6, 0.9, 0.0);
1288;(1.7, 0.9, 0.0);
1289;(1.5, 0.8, 0.1);
1290;(1.5, 0.7, 0.2);
1291;(1.4, 0.7, 0.2);
1292;(1.4, 0.7, 0.1);
1293;(1.4, 0.7, 0.0);
1294;(1.5, 0.8, 0.0);
1295;(1.8, 0.9, 0.2);
1296;(1.7, 0.8, 0.2);
1297;(1.7, 0.8, 0.2);
1298;(1.8, 0.9, 0.2);
1299;(1.9, 1.0, 0.2);
1300;(1.9, 1.0, 0.2);
1301;(1.9, 1.1, 0.2);
1302;(2.0, 1.1, 0.2);
1303;(2.0, 1.2, 0.2);
1304;(2.0, 1.2, 0.2);
1305;(2.0, 1.3, 0.2);
1306;(2.0, 1.3, 0.2);
1307;(2.1, 1.3, 0.2);
1308;(2.0, 1.2, 0.2);
1309;(2.1, 1.2, 0.2);
1310;(2.1, 1.3, 0.2);
1311;(2.0, 1.1, 0.2);
1312;(2.0, 1.0, 0.2);
1313;(1.9, 0.9, 0.2);
1314;(1.9, 0.9, 0.2);
1315;(1.8, 0.8, 0.2);
1316;(1.8, 0.8, 0.2);
1317;(1.7, 0.7, 0.2);
1318;(1.7, 0.7, 0.2);
1319;(1.5, 0.6, 0.2);
1320;(1.5, 0.6, 0.2);
1321;(1.3, 0.5, 0.2);
1322;(1.4, 0.5, 0.2);
1323;(1.4, 0.6, 0.2);
1324;(1.5, 0.7, 0.2);
1325;(1.5, 0.7, 0.2);
1326;(1.4, 0.6, 0.2);
1327;(1.5, 0.6, 0.1);
1328;(1.3, 0.5, 0.1);
1329;(1.3, 0.5, 0.0);
1330;(1.5, 0.6, 0.0);
1331;(1.7, 0.7, 0.0);
1332;(1.7, 0.7, 0.1);
1333;(1.8, 0.8, 0.1);
1334;(1.8, 0.8, 0.0);
1335;(2.0, 0.9, 0.0);
1336;(1.9, 0.9, 0.1);
1337;(2.0, 1.0, 0.1);
1338;(2.0, 1.0, 0.0);
1339;(2.1, 1.1, 0.0);
1340;(2.1, 1.2, 0.1);
1341;(2.1, 1.3, 0.1);
1342;(2.1, 1.3, 0.0);
1343;(2.1, 1.3, 0.0);
1344;(2.1, 1.2, 0.0);
1345;(2.1, 1.2, -0.1);
1346;(2.1, 1.3, -0.1);
1347;(2.0, 1.0, 0.0);
1348;(2.0, 1.0, -0.1);
1349;(1.9, 0.9, -0.1);
1350;(1.9, 0.9, 0.0);
1351;(1.8, 0.8, 0.0);
1352;(1.8, 0.8, -0.1);
1353;(1.7, 0.7, -0.1);
1354;(1.7, 0.7, 0.0);
1355;(1.5, 0.6, 0.0);
1356;(1.5, 0.6, -0.1);
1357;(1.3, 0.5, -0.1);
1358;(1.3, 0.5, 0.0);
1359;(1.8, 0.8, -0.1);
1360;(1.7, 0.7, -0.1);
1361;(1.7, 0.8, -0.1);
1362;(1.8, 0.9, -0.1);
1363;(1.9, 1.0, -0.1);
1364;(1.9, 0.9, -0.1);
1365;(2.0, 1.1, -0.1);
1366;(2.0, 1.1, -0.1);
1367;(2.0, 1.2, -0.1);
1368;(2.0, 1.2, -0.1);
1369;(2.1, 1.3, -0.1);
1370;(2.0, 1.3, -0.1);
1371;(2.0, 1.3, -0.1);
1372;(2.0, 1.2, -0.1);
1373;(1.9, 1.2, -0.1);
1374;(2.0, 1.3, -0.1);
1375;(1.9, 1.1, -0.1);
1376;(1.9, 1.1, -0.1);
1377;(1.8, 1.0, -0.1);
1378;(1.9, 1.0, -0.1);
1379;(1.8, 0.9, -0.1);
1380;(1.8, 0.9, -0.1);
1381;(1.7, 0.8, -0.1);
1382;(1.7, 0.8, -0.1);
1383;(1.5, 0.7, -0.1);
1384;(1.5, 0.7, -0.1);
1385;(1.4, 0.7, -0.1);
1386;(1.4, 0.6, -0.1);
1387;(1.4, 0.6, -0.1);
1388;(1.5, 0.7, -0.1);
1389;(1.5, 0.6, -0.1);
1390;(1.4, 0.5, -0.1);
1391;(1.5, 0.8, 0.0);
1392;(1.4, 0.7, 0.0);
1393;(1.4, 0.7, 0.0);
1394;(1.5, 0.8, 0.0);
1395;(1.6, 0.9, 0.0);
1396;(1.6, 0.8, 0.0);
1397;(1.7, 0.9, 0.0);
1398;(1.7, 0.9, 0.0);
1399;(1.8, 1.0, 0.0);
1400;(1.8, 1.0, 0.0);
1401;(1.9, 1.1, 0.0);
1402;(1.9, 1.1, 0.0);
1403;(1.9, 1.2, 0.0);
1404;(1.9, 1.2, 0.0);
1405;(2.0, 1.3, 0.0);
1406;(1.9, 1.3, 0.0);
1407;(-1.7, 1.1, 0.2);
1408;(-1.7, 1.0, 0.3);
1409;(-1.5, 1.0, 0.3);
1410;(-1.5, 1.1, 0.2);
1411;(-1.8, 1.1, 0.3);
1412;(-1.8, 1.2, 0.2);
1413;(-1.8, 1.2, 0.0);
1414;(-1.7, 1.1, 0.0);
1415;(-1.5, 1.1, 0.0);
1416;(-1.9, 1.3, 0.2);
1417;(-2.0, 1.2, 0.3);
1418;(-2.0, 1.4, 0.2);
1419;(-2.0, 1.4, 0.1);
1420;(-2.0, 1.4, 0.0);
1421;(-1.9, 1.3, 0.0);
1422;(-2.1, 1.5, 0.1);
1423;(-2.1, 1.5, 0.2);
1424;(-2.2, 1.6, 0.2);
1425;(-2.1, 1.6, 0.1);
1426;(-2.1, 1.6, 0.0);
1427;(-2.1, 1.5, 0.0);
1428;(-2.2, 1.8, 0.1);
1429;(-2.2, 1.7, 0.2);
1430;(-2.3, 1.8, 0.1);
1431;(-2.3, 1.8, 0.1);
1432;(-2.2, 1.8, 0.0);
1433;(-2.2, 1.8, 0.0);
1434;(-2.1, 1.5, 0.2);
1435;(-2.2, 1.6, 0.2);
1436;(-2.2, 1.6, 0.2);
1437;(-2.2, 1.4, 0.3);
1438;(-2.1, 1.3, 0.3);
1439;(-2.1, 1.3, 0.3);
1440;(-2.0, 1.2, 0.3);
1441;(-2.0, 1.1, 0.3);
1442;(-1.9, 1.0, 0.4);
1443;(-1.9, 1.1, 0.3);
1444;(-1.7, 1.0, 0.4);
1445;(-1.7, 0.9, 0.4);
1446;(-1.5, 0.8, 0.4);
1447;(-1.5, 0.9, 0.4);
1448;(-1.7, 0.8, 0.4);
1449;(-1.9, 0.9, 0.3);
1450;(-1.9, 0.8, 0.3);
1451;(-1.7, 0.7, 0.3);
1452;(-1.5, 0.6, 0.3);
1453;(-1.5, 0.7, 0.4);
1454;(-2.1, 1.0, 0.3);
1455;(-2.1, 1.0, 0.3);
1456;(-2.2, 1.2, 0.2);
1457;(-2.1, 1.2, 0.3);
1458;(-2.2, 1.4, 0.2);
1459;(-2.3, 1.4, 0.2);
1460;(-2.3, 1.6, 0.2);
1461;(-2.3, 1.6, 0.2);
1462;(-2.4, 1.7, 0.2);
1463;(-2.5, 1.7, 0.2);
1464;(-2.6, 1.8, 0.1);
1465;(-2.5, 1.8, 0.2);
1466;(-2.5, 1.8, 0.2);
1467;(-2.4, 1.7, 0.2);
1468;(-2.3, 1.7, 0.2);
1469;(-2.4, 1.8, 0.2);
1470;(-2.5, 1.7, 0.1);
1471;(-2.6, 1.8, 0.1);
1472;(-2.7, 1.8, 0.0);
1473;(-2.5, 1.7, 0.0);
1474;(-2.4, 1.5, 0.0);
1475;(-2.4, 1.5, 0.1);
1476;(-2.3, 1.3, 0.1);
1477;(-2.3, 1.3, 0.0);
1478;(-2.2, 1.1, 0.0);
1479;(-2.2, 1.1, 0.1);
1480;(-2.1, 0.9, 0.2);
1481;(-2.1, 0.9, 0.0);
1482;(-2.0, 0.8, 0.0);
1483;(-2.0, 0.8, 0.2);
1484;(-1.7, 0.6, 0.2);
1485;(-1.7, 0.6, 0.0);
1486;(-1.5, 0.5, 0.0);
1487;(-1.5, 0.5, 0.2);
